region,post_datetime,neighborhood,post_title_text,post_price,post_link,id
brooklyn,2020-04-17 11:32:00,Williamsburg,Private Rooms in (3) bedroom Bedford Avenue,1250,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-rooms-in-3-bedroom/7109610001.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-private-rooms-in-3-bedroom/7109610001.html_2020_04_17
brooklyn,2020-04-17 11:22:00,Williamsburg,"AVAILABLE NOW - Bedroom, no fee, month-to-month, by JMZ/L",1175,https://newyork.craigslist.org/brk/roo/d/brooklyn-available-now-bedroom-no-fee/7109603729.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-available-now-bedroom-no-fee/7109603729.html_2020_04_17
brooklyn,2020-04-17 11:21:00,Williamsburg,"AVAILABLE NOW - Bedroom, no fee, month-to-month, by JMZ/L",1175,https://newyork.craigslist.org/brk/roo/d/brooklyn-available-now-bedroom-no-fee/7105368000.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-available-now-bedroom-no-fee/7105368000.html_2020_04_17
brooklyn,2020-04-17 11:09:00,Bedford Stuyvesant,Beautiful Room in Bed-Stuy,1100,https://newyork.craigslist.org/brk/roo/d/brooklyn-beautiful-room-in-bed-stuy/7109595713.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-beautiful-room-in-bed-stuy/7109595713.html_2020_04_17
brooklyn,2020-04-17 10:52:00,Bushwick,One 12x14ft spacious bedroom in 2bdr apt in heart of,1100,https://newyork.craigslist.org/brk/roo/d/brooklyn-one-12x14ft-spacious-bedroom/7109574724.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-one-12x14ft-spacious-bedroom/7109574724.html_2020_04_17
brooklyn,2020-04-17 10:42:00,"Morgan L, East Williamsburg/Bushwick",Room available in sunny loft utilities and WiFi included,1050,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-available-in-sunny-loft/7109580038.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-room-available-in-sunny-loft/7109580038.html_2020_04_17
new_jersey,2020-04-15 12:52:00,Newport,Fully Furnished Bedroom w/amenities in highrise from April,1345,https://newyork.craigslist.org/jsy/roo/d/jersey-city-fully-furnished-bedroom/7108634482.html,https://newyork.craigslist.org/jsy/roo/d/jersey-city-fully-furnished-bedroom/7108634482.html_2020_04_15
new_jersey,2020-04-14 16:33:00,"Newport, Jersey City",Fully Furnished Bedroom in  highrise w/amenities from April,1345,https://newyork.craigslist.org/jsy/roo/d/jersey-city-fully-furnished-bedroom-in/7108235707.html,https://newyork.craigslist.org/jsy/roo/d/jersey-city-fully-furnished-bedroom-in/7108235707.html_2020_04_14
new_jersey,2020-04-11 14:47:00,Jersey City,Bedroom in new luxury highrise adjacent to Grove St Path,1750,https://newyork.craigslist.org/jsy/roo/d/jersey-city-bedroom-in-new-luxury/7106856923.html,https://newyork.craigslist.org/jsy/roo/d/jersey-city-bedroom-in-new-luxury/7106856923.html_2020_04_11
new_jersey,2020-04-11 10:25:00,Jersey City,1 Bedroom available in 4BR/2BA Apt near Hamilton Park,1100,https://newyork.craigslist.org/jsy/roo/d/jersey-city-1-bedroom-available-in-4br/7106703483.html,https://newyork.craigslist.org/jsy/roo/d/jersey-city-1-bedroom-available-in-4br/7106703483.html_2020_04_11
new_jersey,2020-04-11 09:59:00,Montclair,Beautiful mansion in Montclair,1000,https://newyork.craigslist.org/jsy/roo/d/trenton-beautiful-mansion-in-montclair/7097118563.html,https://newyork.craigslist.org/jsy/roo/d/trenton-beautiful-mansion-in-montclair/7097118563.html_2020_04_11
new_jersey,2020-04-11 09:16:00,"Weehawken, NJ",Gorgeous bedroom for a clean freak w/ a stable income,1025,https://newyork.craigslist.org/jsy/roo/d/weehawken-gorgeous-bedroom-for-clean/7106675621.html,https://newyork.craigslist.org/jsy/roo/d/weehawken-gorgeous-bedroom-for-clean/7106675621.html_2020_04_11
new_jersey,2020-04-11 07:27:00,Hoboken,Large bedroom in luxury apartment available,1350,https://newyork.craigslist.org/jsy/roo/d/hoboken-large-bedroom-in-luxury/7104652290.html,https://newyork.craigslist.org/jsy/roo/d/hoboken-large-bedroom-in-luxury/7104652290.html_2020_04_11
new_jersey,2020-04-18 09:52:00,Inwood / Wash Hts,King size room available May 1. Great for couples,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-king-size-room-available-may-1/7110070902.html,https://newyork.craigslist.org/mnh/roo/d/new-york-king-size-room-available-may-1/7110070902.html_2020_04_18
new_jersey,2020-04-18 09:50:00,Murray Hill,.... Private Room Available - Beautiful Renovated Apartment,1225,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-available/7110063613.html,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-available/7110063613.html_2020_04_18
new_jersey,2020-04-18 09:50:00,Gramercy,Subletting Room in East Village!,1250,https://newyork.craigslist.org/mnh/roo/d/new-york-subletting-room-in-east-village/7107740348.html,https://newyork.craigslist.org/mnh/roo/d/new-york-subletting-room-in-east-village/7107740348.html_2020_04_18
new_jersey,2020-04-18 09:46:00,Sunnyside-Queens,VERY NICE Large-Private Bedroom Available,1100,https://newyork.craigslist.org/que/roo/d/sunnyside-very-nice-large-private/7106161156.html,https://newyork.craigslist.org/que/roo/d/sunnyside-very-nice-large-private/7106161156.html_2020_04_18
new_jersey,2020-04-18 09:44:00,Lower East Side,Room for rent in Lower East Side,1650,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-in-lower-east/7110061831.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-in-lower-east/7110061831.html_2020_04_18
new_jersey,2020-04-18 09:42:00,West Village,Avail. Lrg. 11ʼ x 16ʼ Room in 2 Bdrm. Apt.,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-avail-lrg-room-in-2-bdrm-apt/7107227975.html,https://newyork.craigslist.org/mnh/roo/d/new-york-avail-lrg-room-in-2-bdrm-apt/7107227975.html_2020_04_18
new_jersey,2020-04-18 09:37:00,Upper West Side,Female Furnished Private Bedroom,1395,https://newyork.craigslist.org/mnh/roo/d/new-york-city-female-furnished-private/7104762025.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-female-furnished-private/7104762025.html_2020_04_18
